ID,Category,Intent,User Type,Programme Group,Programme Detail,Main Question,Alternate Questions,Real Student Variants,Answer,Dynamic/ Static,Source Link,Escalation Contact,Last Updated,Status
42,Admissions,name_mismatch_documents,Prospective Student,ALL,ALL,What should I do if my name differs in certificates?,name mismatch; certificate name issue; aadhaar name different; spelling mistake in certificates,,"If there is a mismatch in your documents, you may be required to provide supporting proof or affidavit as per University rules.",Static,Prospectus – Document Verification,admissions@manuu.edu.in,22-05-2026,Active
9,Admissions,nri_foreign_admission,Prospective Student,ALL,ALL,Can a foreigner or NRI residing abroad take admission?,nri admission; foreign student admission; overseas admission; bahar se admission; foreign student apply kar sakta kya; nri admission hota kya,,"No. Only learners who are Indian nationals and residing in India are eligible to seek admission to the Distance Education programmes offered by the University. Indian candidates residing outside India are not eligible for admission to these programmes. However, this restriction does not apply to the Online Programmes offered by MANUU, for which applicants may be admitted irrespective of their country of residence.",Static,Admission Eligibility,admissions@manuu.edu.in,22-05-2026,Active
19,Admissions,odl_age_limit,Prospective Student,ALL,ALL,Is there any upper age limit for ODL programmes?,maximum age; age limit; upper age restriction; age limit kya hai; zyada age walon ko admission; upper age limit hai kya,,"No, there is no upper age limit for ODL programmes.",Static,Eligibility Criteria,admissions@manuu.edu.in,22-05-2026,Active
27,Admissions,odl_to_regular_admission,Current Student,ALL,ALL,Can I take admission in regular mode after studying in ODL MANUU?,distance to regular; switch to regular mode; regular admission after odl; odl se regular; distance se regular course; regular mode admission possible kya,,"Yes. Degrees, diplomas, and certificates obtained through the ODL mode from MANUU are valid for pursuing higher education in regular mode. Students who complete their programme from CDOE, MANUU may seek admission to other universities and institutions, subject to fulfilling the eligibility criteria prescribed by the respective institution and programme.",Static,Regular Admission Rules,admissions@manuu.edu.in,22-05-2026,Active
140,Admissions,official_admission_updates,All Users,ALL,ALL,Where can I get official admission updates and announcements?,admission updates; latest notification; official announcements; new admission info,,Students should regularly check the official MANUU website for admission-related updates and notifications.,Dynamic,Official Website,admissions@manuu.edu.in,22-05-2026,Active
90,Admissions,official_notification_verification,All Users,ALL,ALL,How can I verify official admission notifications?,notification original hai kya; fake notice; official update kaise check kare; real admission notification,,Students should verify all admission notifications through the official MANUU website only.,Static,Official Website,admissions@manuu.edu.in,22-05-2026,Active
39,Admissions,online_admission_only,Prospective Student,ALL,ALL,Is admission conducted only through online mode?,offline admission hai kya; online admission only; form online bharna kya; admission online hota kya,,"Yes, admissions are conducted through online mode only.",Dynamic,Admission Notification,admissions@manuu.edu.in,22-05-2026,Active
62,Admissions,open_school_eligibility,Prospective Student,UG/PG,OPEN SCHOOL STUDENTS,Is NIOS or Open School qualification accepted for admission?,open school valid kya; nios accepted; open board admission; distance board accepted,,"Yes, recognised Open School qualifications such as NIOS, TOSS, APOSS etc are accepted as per eligibility rules.",Static,Eligibility Criteria,admissions@manuu.edu.in,22-05-2026,Active
92,Admissions,otp_not_received,Prospective Student,ALL,ALL,What should I do if OTP is not received during registration?,otp nahi aaya; mobile otp problem; verification otp pending; otp issue,,"Please wait for some time, check network connectivity, and try again. If the issue persists, contact support.",Dynamic,SAMARTH Portal,admissions@manuu.edu.in,22-05-2026,Active
21,Admissions,parallel_course_permission,Current Student,ALL,ALL,Can I pursue another course from another university along with this ODL programme?,double degree; parallel course; simultaneous admission; do course ek saath; parallel degree; ek saath do programme; dusra course kar sakte kya,,"Yes. Students may pursue another programme simultaneously from the same university or from any other recognized university, subject to the prevailing UGC guidelines on pursuing two academic programmes at the same time. Applicants are advised to ensure that their chosen combination of programmes complies with the applicable UGC regulations.",Static,UGC Guidelines,admissions@manuu.edu.in,22-05-2026,Active
48,Admissions,payment_failed_issue,Prospective Student,ALL,ALL,What should I do if the payment fails but money is deducted?,payment failed paisa kat gaya; transaction failed; fee deducted not updated; payment issue,,"If the payment amount is deducted but not updated, wait for the bank settlement period and contact admission support if the issue persists.",Dynamic,Payment Support,admissions@manuu.edu.in,22-05-2026,Active
111,Admissions,payment_gateway_error,Prospective Student,ALL,ALL,What should I do if the payment gateway shows an error?,payment gateway failed; transaction error; online payment issue; payment processing problem,,Retry after some time or use another payment method. Contact support if payment is unsuccessful.,Dynamic,Payment Support,admissions@manuu.edu.in,22-05-2026,Active
123,Admissions,payment_pending_status,Prospective Student,ALL,ALL,Why is my payment status showing as pending?,payment pending; fee not updated; transaction processing; payment under verification,,Payment status may remain pending until confirmation is received from the payment gateway or bank.,Dynamic,Payment Support,admissions@manuu.edu.in,22-05-2026,Active
94,Admissions,payment_receipt_missing,Prospective Student,ALL,ALL,What should I do if payment receipt is not generated?,payment receipt missing; receipt download nahi ho raha; fee receipt issue; transaction receipt,,"If payment is successful but receipt is unavailable, check the portal later or contact admission support.",Dynamic,Payment Support,admissions@manuu.edu.in,22-05-2026,Active
25,Admissions,pg_study_eligibility,Prospective Student,PG,ALL PG PROGRAMMES,Am I eligible for postgraduate studies after graduating from MANUU?,pg eligibility; masters after manuu; higher studies eligibility; pg kar sakte kya; masters admission milega kya; manuu ke baad higher studies,,"Yes, students are eligible for postgraduate programmes after completing UG programmes from MANUU. The critera for admission is decided by the university offering admission.",Static,Higher Education Eligibility,admissions@manuu.edu.in,22-05-2026,Active
131,Admissions,photo_background_requirement,Prospective Student,ALL,ALL,Is there any specific background required for photograph upload?,photo background colour; passport photo rules; white background required; photograph instructions,,Students should follow the photograph specifications mentioned on the portal.,Static,Portal Instructions,admissions@manuu.edu.in,22-05-2026,Active
134,Admissions,portal_maintenance_issue,Prospective Student,ALL,ALL,Why is the admission portal temporarily unavailable?,portal maintenance; website down; server problem; portal band hai,,The admission portal may be temporarily unavailable due to maintenance or heavy traffic.,Dynamic,Technical Support,admissions@manuu.edu.in,22-05-2026,Active
128,Admissions,portal_session_timeout,Prospective Student,ALL,ALL,Why does the admission portal log me out automatically?,session expired; portal logout automatically; website timeout; form close ho raha,,Automatic logout may happen due to inactivity or browser-related issues. Save your work regularly.,Static,Technical Instructions,admissions@manuu.edu.in,22-05-2026,Active
87,Admissions,programme_availability_lsc,Prospective Student,ALL,ALL,Are all programmes available at every Learner Support Centre?,all courses in every lsc; programme availability; study centre course availability; lsc me mba hai kya,,"No, programme availability depends on the Learner Support Centre and approved intake.",Static,LSC Programme List,admissions@manuu.edu.in,22-05-2026,Active
1,Admissions,programme_recognition,Prospective Student,ALL,ALL,Are all the programmes recognised by UGC-DEB and NCTE?,ugc recognition; degree validity; approved programmes; ncte approval; degree valid hai kya; ugc approved hai kya; manuu degree valid kya; ncte approved courses; ye course recognised hai kya; degree chalegi kya,,"Yes, all programmes offered by MANUU through Open and Distance Learning (ODL) mode are recognised by UGC-DEB and NCTE wherever applicable. All programmes are approved by the statutory bodies of the University.",Static,Prospectus – Recognition & Approvals,admissions@manuu.edu.in,22-05-2026,Active
2,Admissions,programme_transfer,Current Student,ALL,ALL,Can I shift from one programme to another after taking admission?,change programme; transfer course; switch degree; course change kar sakte kya; dusra programme le sakte kya; admission ke baad course badalna; programme shift karna,,"No, there is no provision for transferring from one programme to another after admission.",Static,Admission Rules,ssu.dde@manuu.edu.in,22-05-2026,Active
81,Admissions,provisional_admission,Prospective Student,ALL,ALL,Is provisional admission available?,provisional admission kya; temporary admission; pending documents admission; provisional seat,,Provisional admission may be granted subject to fulfilment of eligibility conditions and document verification.,Dynamic,Admission Rules,admissions@manuu.edu.in,22-05-2026,Active
117,Admissions,provisional_certificate_submission,Prospective Student,UG/PG,RESULT PENDING STUDENTS,Can I submit a provisional certificate instead of final marks memo?,provisional certificate accepted; result pending docs; temporary certificate; final memo pending,,Provisional certificates may be accepted subject to University admission rules.,Dynamic,Document Verification,admissions@manuu.edu.in,22-05-2026,Active
67,Admissions,pwd_reservation,Prospective Student,ALL,PWD APPLICANTS,Is reservation available for Persons with Disabilities (PWD)?,pwd reservation; disabled students quota; handicapped quota; disability certificate required,,"Yes, reservation and applicable support are available for eligible PWD candidates as per rules.",Static,Reservation Policy,admissions@manuu.edu.in,22-05-2026,Active
17,Admissions,readmission_procedure,Current Student,PG/UG/DIPLOMA/CERTIFICATE,ALL,What is the procedure for re-admission?,re admission process; how to get readmission; admission renewal; readmission kaise lena; dobara admission process; renewal kaise karna,,Please contact the Student Support Service Unit at 040-23008463 or email ssu.dde@manuu.edu.in for re-admission procedures.,Static,Student Support Services,ssu.dde@manuu.edu.in,22-05-2026,Active
16,Admissions,readmission_validity,Current Student,PG/UG/DIPLOMA/CERTIFICATE,ALL,What is the validity period for re-admission?,re admission validity; re admission duration; validity of admission; readmission valid kitne saal; admission validity kya; re admission kab tak,,"For PG programmes, re-admission validity is 2 years; for UG programmes, 3 years; and for Diploma and Certificate programmes, 1 year.",Static,Readmission Rules,ssu.dde@manuu.edu.in,22-05-2026,Active
126,Admissions,rejected_payment_refund,Prospective Student,ALL,ALL,Will refunded payments be credited automatically?,refund kab aayega; failed payment refund; paisa wapas kab; automatic refund,,Refund timelines depend on bank and payment gateway processing.,Static,Payment Policy,admissions@manuu.edu.in,22-05-2026,Active
7,Admissions,required_admission_documents,Prospective Student,ALL,ALL,What documents should be uploaded with the application form?,required documents; upload certificates; admission documents; kaunse documents upload karna; certificates kya chahiye; admission ke documents; kya kya upload karna re,,"The following documents must be scanned and uploaded: Proof of Date of Birth, Qualifying Examination Certificate, Proof of Urdu knowledge (if applicable), Service Certificate (if applicable), Category Certificate (if applicable), Passport-size Photograph, and Signature. Please refer to the current Prospectus for complete details.",Static,Document Upload Guidelines,admissions@manuu.edu.in,22-05-2026,Active
91,Admissions,samarth_registration,Prospective Student,ALL,ALL,How do I register on the SAMARTH portal?,samarth registration; samarth portal signup; samarth account kaise banaye; samarth login create,,Students can register on the SAMARTH portal using their email ID and mobile number.,Dynamic,SAMARTH Portal,admissions@manuu.edu.in,22-05-2026,Active
65,Admissions,sc_st_reservation,Prospective Student,ALL,RESERVED CATEGORY APPLICANTS,Is reservation available for SC/ST/OBC candidates?,reservation hai kya; sc quota; obc reservation; category seats available,,"Yes, reservation is provided as per Government of India and University rules.",Static,Reservation Policy,admissions@manuu.edu.in,22-05-2026,Active
28,Admissions,second_programme_eligibility,Current Student,ALL,ALL,Can I pursue another programme after completing a degree under ODL MANUU?,second degree; another programme; additional qualification; second degree kar sakte kya; ek aur programme lena; additional course admission,,"Yes, subject to fulfilment of the eligibility criteria.",Static,Eligibility Rules,admissions@manuu.edu.in,22-05-2026,Active
83,Admissions,spelling_correction_request,Current Student,ALL,ALL,How can I correct spelling mistakes in my admission details?,name correction; spelling mistake; correction in application; wrong details entered,,Students may request corrections as per University procedures during the permitted correction period.,Dynamic,Admission Portal,admissions@manuu.edu.in,22-05-2026,Active
31,Admissions,study_centre_change,Current Student,ALL,ALL,Can I change my Learner Support Centre after admission?,change study centre; transfer lsc; learner support centre change; study centre badalna; lsc transfer; dusra study centre lena,,"No. Students are not permitted to change their Learner Support Centre. Therefore, they are advised to select their Learner Support Centre carefully at the time of admission, as any subsequent request for change will not be entertained.",Static,LSC Transfer Rules,ssu.dde@manuu.edu.in,22-05-2026,Active
3,Admissions,ug_admission_eligibility,Prospective Student,UG,ALL UG PROGRAMMES,Can I take admission into a UG programme without Intermediate (10+2) qualification?,admission without inter; no 12th qualification; eligibility for ug; bina inter admission; 10+2 ke bina admission; inter nahi hai admission milega kya; bina 12th degree course,,Admission without Intermediate qualification is allowed only as per the equivalence list provided in the current Prospectus.,Static,Eligibility Criteria,admissions@manuu.edu.in,22-05-2026,Active
44,Admissions,upload_photo_signature,Prospective Student,ALL,ALL,What are the requirements for uploading photograph and signature?,photo upload issue; signature upload problem; image size error; photo upload nahi ho raha,,Photograph and signature must be uploaded in the prescribed format and file size mentioned on the admission portal.,Static,Admission Portal Instructions,admissions@manuu.edu.in,22-05-2026,Active
70,Admissions,urdu_exemption,Prospective Student,UG/PG,URDU REQUIREMENT PROGRAMMES,Can I get exemption from Urdu eligibility requirement?,urdu exemption milega kya; urdu nahi aati; urdu condition relax; urdu compulsory hata sakte kya,,No. Knowledge of Urdu is compulsory for admission to all programmes offered by MANUU. The specific Urdu eligibility requirements may vary from programme to programme. Applicants are therefore advised to refer to the relevant admission prospectus for detailed eligibility criteria.,Static,Eligibility Criteria,admissions@manuu.edu.in,22-05-2026,Active
45,Admissions,urdu_requirement,Prospective Student,UG/PG,PROGRAMMES WITH URDU REQUIREMENT,Is knowledge of Urdu compulsory for admission?,urdu compulsory kya; urdu aana zaroori; urdu nahi aati admission milega kya; urdu requirement kya,,Yes. Urdu knowledge requirements vary by programme. Please refer to the eligibility criteria mentioned in the Prospectus.,Static,Programme Eligibility,admissions@manuu.edu.in,22-05-2026,Active
64,Admissions,women_candidate_eligibility,Prospective Student,ALL,WOMEN APPLICANTS,Are women eligible for all ODL programmes?,ladies apply kar sakte kya; women admission; girls eligible kya; khawateen ke liye courses,,"Yes, women candidates are eligible for admission subject to programme eligibility criteria.",Static,Admission Rules,admissions@manuu.edu.in,22-05-2026,Active
63,Admissions,working_professional_admission,Prospective Student,ALL,WORKING PROFESSIONALS,Can working professionals apply for ODL programmes?,job wale apply kar sakte kya; working people admission; job ke saath degree; office ke saath study,,"Yes, ODL programmes are suitable for working professionals and flexible learners.",Static,Programme Overview,admissions@manuu.edu.in,22-05-2026,Active
167,Assignments,assignment_copying_issue,Current Student,ALL,ALL,Can copied assignments be rejected?,copied assignment; plagiarism assignment; same assignment submitted; assignment cheating,,"Yes, copied or plagiarised assignments may be rejected as per University rules.",Static,Assignment Rules,assignments@manuu.edu.in,22-05-2026,Active
164,Assignments,assignment_file_size_issue,Current Student,ALL,ALL,What should I do if assignment upload fails due to file size?,assignment upload error; file too large; upload failed; assignment pdf size issue,,Students should reduce file size and follow upload guidelines mentioned on the portal.,Static,Portal Instructions,assignments@manuu.edu.in,22-05-2026,Active
158,Assignments,assignment_front_page,Current Student,ALL,ALL,Is there any prescribed format for assignment front page?,assignment cover page; front page format; assignment title page; assignment format kya,,"Yes, the front page format is shared along with the assignment questions. ",Static,Assignment Guidelines,assignments@manuu.edu.in,22-05-2026,Active
156,Assignments,assignment_handwritten_requirement,Current Student,ALL,ALL,Should assignments be handwritten or typed?,assignment handwritten; typed assignments allowed; assignment format; typing allowed,,"Assignments containing descriptive questions must be handwritten by the student. Typed, printed, or computer-generated responses are not accepted for such assignments. The use of AI-based handwriting tools or any other technology that generates artificial handwritten text is also strictly prohibited. Students are expected to prepare and submit their assignments in their own handwriting, in accordance with the instructions issued by the University.",Static,Assignment Guidelines,assignments@manuu.edu.in,22-05-2026,Active
35,Assignments,assignment_marks_calculation,Current Student,ALL,ALL,How are assignment marks calculated?,assignment evaluation; assignment total marks; marks calculation; assignment marks kaise calculate; total assignment marks; evaluation kaise hota,,Marks obtained in different assignments are added together to calculate the final assignment score.,Static,Assignment Evaluation Rules,assignments@manuu.edu.in,22-05-2026,Active
161,Assignments,assignment_marks_not_updated,Current Student,ALL,ALL,What should I do if my assignment marks are not updated?,assignment marks not showing; internal marks missing; assignment status pending; marks update nahi hua,,Students should contact the Learner Support Centre or concerned department regarding assignment mark updates.,Dynamic,Assignment Records,assignments@manuu.edu.in,22-05-2026,Active
168,Assignments,assignment_marks_weightage,Current Student,ALL,ALL,Do assignment marks affect final results?,assignment marks included; internal marks final result; assignment percentage; assignments important kya,,"Yes, assignment marks form part of the final evaluation as per programme regulations.",Static,Examination Scheme,assignments@manuu.edu.in,22-05-2026,Active
169,Assignments,assignment_multiple_submission,Current Student,ALL,ALL,Can I submit the same assignment for different subjects?,same assignment all subjects; duplicate assignment; assignment copy for another paper; ek assignment sabme,,"No, separate assignments must be prepared for each subject/paper.",Static,Assignment Guidelines,assignments@manuu.edu.in,22-05-2026,Active
163,Assignments,assignment_question_paper_download,Current Student,ALL,ALL,Where can I download assignment questions?,assignment questions download; assignment pdf; assignment paper kidhar; assignment questions kaha milega,,Assignment question papers are uploaded on the University's official website and are also communicated through other official channels.,Dynamic,Official Website,assignments@manuu.edu.in,22-05-2026,Active
162,Assignments,assignment_resubmission,Current Student,ALL,ALL,Can I resubmit an assignment if I fail?,assignment fail ho gaya; resubmit assignment; assignment dubara dena; failed assignment repeat,,Assignment resubmission rules depend on programme regulations and University notifications.,Dynamic,Assignment Rules,assignments@manuu.edu.in,22-05-2026,Active
14,Assignments,assignment_submission_deadline,Current Student,ALL,ALL,What is the last date for assignment submission?,assignment deadline; assignment last date; submit assignments; assignment last date kya; assignment kab submit karna; assignment ki date kab hai,,The last date for assignment submission is mentioned in the Academic Calendar of the current year.,Dynamic,Academic Calendar,assignments@manuu.edu.in,22-05-2026,Active
170,Assignments,assignment_submission_lsc,Current Student,ALL,ALL,Where should I submit offline assignments?,assignment submit kidhar; lsc me assignment; study centre submission; assignment jama kaha kare,,"For all programmes, except MBA, offline assignments should be submitted at the concerned Learner Support Centre or Programme Centre. For MBA, the assignments should be submitted at MANUU, Hyderabad. ",Static,Assignment Guidelines,assignments@manuu.edu.in,22-05-2026,Active
157,Assignments,assignment_submission_mode,Current Student,ALL,ALL,Should assignments be submitted online or offline?,assignment online submit; offline assignment; upload assignment; hardcopy submission,assgnmnt submit kidar; assignment kidhar jama karna; assignment kahan submit karna; assignment dena kidhar; assignment upload kidhar karna;,"Generally, each course has two assignments: one to be submitted online and the other to be submitted offline. Students are advised to carefully follow the instructions issued for each assignment, including the mode of submission and the prescribed deadlines.",Dynamic,Assignment Notifications,assignments@manuu.edu.in,22-05-2026,Active
165,Assignments,assignment_submission_proof,Current Student,ALL,ALL,How can I confirm that my assignment was submitted successfully?,assignment submitted or not; upload confirmation; submission proof; assignment receipt,,Students should save the submission acknowledgement or screenshot after uploading/submitting assignments.,Dynamic,Assignment Portal,assignments@manuu.edu.in,22-05-2026,Active
10,Assignments,assignment_submission_requirement,Current Student,ALL,ALL,Are assignments compulsory?,assignment submission; compulsory assignments; assignment requirement; assignment dena zaroori kya; assignments compulsory kya; assignment submit kidhar karna,,"Yes, assignments are compulsory and must be submitted at the respective Learner Support Centre or Programme Centre as per the prescribed schedule.",Static,Assignment Guidelines,assignments@manuu.edu.in,22-05-2026,Active
159,Assignments,assignment_without_submission,Current Student,ALL,ALL,Can I appear for examinations without submitting assignments?,assignment nahi diya exam; assignments compulsory for exam; exam without assignment,,Assignments are generally compulsory for eligibility to appear in examinations.,Static,Assignment Rules,assignments@manuu.edu.in,22-05-2026,Active
166,Assignments,assignment_written_language,Current Student,ALL,ALL,In which language should assignments be written?,assignment language kya; assignments urdu me; english assignment allowed; hindi me likhna,,Assignments should be written in the medium permitted for the programme.,Static,Programme Regulations,assignments@manuu.edu.in,22-05-2026,Active
160,Assignments,late_assignment_submission,Current Student,ALL,ALL,Can I submit assignments after the last date?,late assignment submission; assignment delay; assignment date over; assignment baad me submit,,Late assignment submission is permitted only if officially notified by the University.,Dynamic,Assignment Notifications,assignments@manuu.edu.in,22-05-2026,Active
268,B.Ed,bed_absent_practical_exam,Current Student,BED,B.Ed,What happens if I remain absent for B.Ed practical examinations?,bed practical absent; viva miss ho gaya; internship exam absent; practical exam not attended,,Students who remain absent will have to appear again as per programme rules.,Dynamic,B.Ed Examination Rules,bed@manuu.edu.in,22-05-2026,Active
270,B.Ed,bed_assignment_language,Current Student,BED,B.Ed,In which language should B.Ed assignments be written?,bed assignment language; assignments urdu me; english assignment bed; assignment medium,,Assignments should be written in the approved medium of instruction.,Static,B.Ed Programme Rules,bed@manuu.edu.in,22-05-2026,Active
254,B.Ed,bed_assignment_submission,Current Student,BED,B.Ed,Are assignments compulsory in B.Ed?,bed assignments compulsory; assignment submission bed; internal assignments; assignment mandatory,,"Yes, assignments are compulsory components of internal assessment.",Static,B.Ed Academic Rules,bed@manuu.edu.in,22-05-2026,Active
245,B.Ed,bed_attendance_requirement,Current Student,BED,B.Ed,Is attendance compulsory in B.Ed?,bed attendance compulsory; classes mandatory b.ed; attendance rules bed; practical attendance,,"Yes, attendance requirements must be fulfilled as per NCTE and University regulations.",Static,B.Ed Academic Rules,bed@manuu.edu.in,22-05-2026,Active
273,B.Ed,bed_attendance_shortage,Current Student,BED,B.Ed,What happens if I have shortage of attendance in B.Ed?,short attendance bed; attendance shortage; low attendance issue; attendance kam hai,,Attendance shortage may affect eligibility for examinations and practical components.,Static,B.Ed Attendance Rules,bed@manuu.edu.in,22-05-2026,Active
262,B.Ed,bed_backlog_exams,Current Student,BED,B.Ed,Can B.Ed students appear for backlog examinations?,bed backlog exam; supplementary exam bed; failed paper reappear; arrear exam bed,,"Yes, eligible students may appear for backlog examinations according to University rules.",Dynamic,B.Ed Examination Rules,bed@manuu.edu.in,22-05-2026,Active
280,B.Ed,bed_certificate_issue,Current Student,BED,B.Ed,How will B.Ed degree certificates be issued after completion?,bed degree certificate; original b.ed certificate; convocation bed; degree dispatch,,Degree certificates are issued according to University certification and convocation procedures.,Dynamic,Convocation Notifications,exams@manuu.edu.in,22-05-2026,Active
259,B.Ed,bed_contact_classes,Current Student,BED,B.Ed,Are contact classes conducted for B.Ed students?,bed contact classes; counselling sessions bed; offline classes; bed workshops,,"Yes, contact classes and workshops are conducted as per academic schedule.",Dynamic,B.Ed Academic Calendar,bed@manuu.edu.in,22-05-2026,Active
279,B.Ed,bed_degree_validity,Prospective Student,BED,B.Ed,Is the B.Ed degree from MANUU valid for teaching jobs?,bed degree valid; teaching job eligibility; manuu bed approved; b.ed valid for govt jobs,,The B.Ed degree is recognised as per applicable NCTE and University regulations.,Static,B.Ed Prospectus,bed@manuu.edu.in,22-05-2026,Active
243,B.Ed,bed_duration,Prospective Student,BED,B.Ed,What is the duration of the B.Ed programme?,bed duration kya; b.ed kitne saal ka; bed course duration; b.ed complete kitne years,,The duration of the B.Ed. programme is 2 years. ,Static,B.Ed Prospectus,bed@manuu.edu.in,22-05-2026,Active
241,B.Ed,bed_eligibility,Prospective Student,BED,B.Ed,What is the eligibility criteria for B.Ed admission?,bed eligibility kya; b.ed admission qualification; b.ed ke liye graduation compulsory; b.ed admission rules,,"The eligibility requirements for admission to the B.Ed. programme are as follows:
•The applicant must be a trained in-service teacher engaged in elementary education; and
•Must have completed an NCTE-recognized teacher education programme through the face-to-face mode; and
•Must have secured at least 50% marks either in the Bachelor's degree and/or the Master's degree in Sciences, Social Sciences, Commerce, or Humanities from a UGC-recognized University; or
•Must possess a Bachelor's degree in Engineering or Technology with specialization in Science and Mathematics with at least 55% marks, or any other equivalent qualification recognized by the University; and
•Must have studied Urdu either as a subject or as the medium of instruction up to the 10th standard or its equivalent.
Candidates must fulfil all the above eligibility conditions at the time of admission.",Static,B.Ed Prospectus,bed@manuu.edu.in,22-05-2026,Active
276,B.Ed,bed_epc_activities,Current Student,BED,B.Ed,What are EPC activities in B.Ed?,epc activities kya; enhancing professional capacities; bed epc work; epc practicals,,EPC activities are practical and professional development components prescribed in the B.Ed curriculum.,Static,B.Ed Curriculum,bed@manuu.edu.in,22-05-2026,Active
256,B.Ed,bed_exam_pattern,Current Student,BED,B.Ed,What is the examination pattern for B.Ed?,bed exam pattern; theory practical exams; semester exam bed; evaluation system,,Examination pattern details are available in the B.Ed Prospectus and programme regulations.,Static,B.Ed Prospectus,bed@manuu.edu.in,22-05-2026,Active
269,B.Ed,bed_failed_internship,Current Student,BED,B.Ed,What happens if I fail in internship or teaching practice?,bed internship fail; teaching practice failed; practical fail bed; internship repeat,,Internship reevaluation or repetition rules are governed by programme regulations.,Dynamic,B.Ed Academic Rules,bed@manuu.edu.in,22-05-2026,Active
255,B.Ed,bed_internal_marks,Current Student,BED,B.Ed,How are internal marks calculated in B.Ed?,bed internal marks; assignment marks bed; practical marks; internal assessment,,"Internal marks are calculated according to assignments, practicals, attendance, and programme guidelines.",Static,B.Ed Evaluation Scheme,bed@manuu.edu.in,22-05-2026,Active
247,B.Ed,bed_internship_requirement,Current Student,BED,B.Ed,Is internship compulsory for B.Ed students?,bed internship compulsory; school internship; teaching internship; internship mandatory bed,,"Yes, internship is compulsory as per B.Ed curriculum and NCTE guidelines.",Static,B.Ed Curriculum,bed@manuu.edu.in,22-05-2026,Active
271,B.Ed,bed_lesson_plan_language,Current Student,BED,B.Ed,In which language should lesson plans be prepared?,lesson plans language; lesson file urdu me; english lesson plans; pedagogy language,,Lesson plans should  be prepared in Urdu.,Static,B.Ed Practical Guidelines,bed@manuu.edu.in,22-05-2026,Active
248,B.Ed,bed_lesson_plan_requirement,Current Student,BED,B.Ed,Are lesson plans compulsory in B.Ed?,lesson plans compulsory; lesson record bed; teaching plans; lesson file,,"Yes, preparation and submission of lesson plans are compulsory in B.Ed.",Static,B.Ed Practical Guidelines,bed@manuu.edu.in,22-05-2026,Active
257,B.Ed,bed_medium_exam,Current Student,BED,B.Ed,In which language can B.Ed examinations be written?,bed exam language; answers english me; urdu me bed exam; hindi medium exam,,The permitted examination medium is governed by programme regulations.,Static,B.Ed Regulations,bed@manuu.edu.in,22-05-2026,Active
244,B.Ed,bed_medium_instruction,Prospective Student,BED,B.Ed,What is the medium of instruction for B.Ed?,bed medium kya; b.ed english medium; urdu medium bed; bed classes language,,The medium of instruction is specified in the B.Ed Prospectus.,Static,B.Ed Prospectus,bed@manuu.edu.in,22-05-2026,Active
265,B.Ed,bed_micro_teaching,Current Student,BED,B.Ed,Is micro-teaching compulsory in B.Ed?,micro teaching compulsory; practice teaching sessions; teaching activities bed; micro lesson practice,,"Yes, micro-teaching activities form part of B.Ed practical training.",Static,B.Ed Practical Guidelines,bed@manuu.edu.in,22-05-2026,Active
242,B.Ed,bed_ncte_approval,Prospective Student,BED,B.Ed,Is the B.Ed programme approved by NCTE?,bed ncte approved; b.ed recognition; teaching degree valid; b.ed approval,,"Yes, the B.Ed programme is approved by NCTE as per applicable regulations.",Static,B.Ed Prospectus,bed@manuu.edu.in,22-05-2026,Active
266,B.Ed,bed_observation_records,Current Student,BED,B.Ed,Are classroom observation records compulsory?,observation record compulsory; classroom observation file; school observation notes; bed observation register,,"Yes, observation records are compulsory as part of internship and practical work.",Static,B.Ed Internship Guidelines,bed@manuu.edu.in,22-05-2026,Active
278,B.Ed,bed_online_classes,Current Student,BED,B.Ed,Are online classes conducted for B.Ed students?,bed online classes; virtual classes bed; online workshops; online counselling sessions,,Online academic support sessions may be conducted as notified by the department.,Dynamic,B.Ed Academic Notifications,bed@manuu.edu.in,22-05-2026,Active
252,B.Ed,bed_practical_exam,Current Student,BED,B.Ed,Are practical examinations compulsory in B.Ed?,bed practical exams; viva practical; practical test compulsory; teaching practical exam,,"Yes, practical examinations are compulsory components of the B.Ed programme.",Static,B.Ed Examination Rules,bed@manuu.edu.in,22-05-2026,Active
250,B.Ed,bed_practical_files,Current Student,BED,B.Ed,Should B.Ed practical files be handwritten?,bed practical files handwritten; typed practical records; handwritten lesson plans; practical notebook,,Students should follow the practical file guidelines prescribed by the department.,Static,B.Ed Practical Guidelines,bed@manuu.edu.in,22-05-2026,Active
272,B.Ed,bed_practical_marks_weightage,Current Student,BED,B.Ed,Do practical marks affect the final B.Ed result?,practical marks included; internship marks final result; practical weightage bed; viva marks count,,"Yes, practical and internship marks form part of the final evaluation.",Static,B.Ed Evaluation Scheme,bed@manuu.edu.in,22-05-2026,Active
267,B.Ed,bed_practical_submission_deadline,Current Student,BED,B.Ed,What is the last date for submission of B.Ed practical records?,bed practical last date; lesson file submission; practical record deadline; internship file date,,The last dates are notified separately through academic notifications.,Dynamic,B.Ed Academic Calendar,bed@manuu.edu.in,22-05-2026,Active
277,B.Ed,bed_record_correction,Current Student,BED,B.Ed,Can corrections be made in submitted practical records?,practical file correction; lesson plan correction; internship file edit; record changes,,Corrections in practical records are subject to faculty guidance and programme rules.,Dynamic,B.Ed Practical Guidelines,bed@manuu.edu.in,22-05-2026,Active
